ElizabethUKRPG|b'UKRPG: The Awakening - The Queen and the Prime Minister  via @YouTube'
ElizabethUKRPG|b'Her Majesty The Queen sends her heartfelt thanks for all the kind words that were sent to her on the occasion of her 92nd birthday. '
ElizabethUKRPG|"b""Today is Her Majesty The Queen's 92nd birthday! """
ElizabethUKRPG|b'She was born on this day in 1926 to her parents Albert, later known as King George VI, and Elizabeth, who would also later be known as Queen Elizabeth the Queen Mother. '
ElizabethUKRPG|b'Happy #NationalChocolateCakeDay! '
ElizabethUKRPG|b'Her Majesty The Queen and Her Royal Highness Princess Michael hosted a Peace Hospice event at Buckingham Palace earlier, along with several other members of the Royal Family and members of government in attendance. '
ElizabethUKRPG|"b'.@MFMP_UKRPG: ""May the story of the Epiphany teach us all this: Seek God first, never submit to evil, always be charitable, be humble or be humbled, and always complete each other\'s joys - even your enemies\'. Happy #ThreeKingsDay."" '"
ElizabethUKRPG|"b""Wishing all Her Majesty's followers a very #HappyNewYear! """
ElizabethUKRPG|b'Earlier today, Her Majesty the Queen formally appointed Michael Fantolini (@MFMP_UKRPG) as the new Prime Minister. '
ElizabethUKRPG|b'Today, in an official ceremony conducted by Her Majesty the Queen, @MichaelUKRPG became Baron Willoughby de Broke alongside his wife, (@KarenUKRP), at Buckingham Palace. '
ElizabethUKRPG|b'ICYMI: HRH The Princess Royal hosts a reception at her private country residence, Gatcombe Park, to promote her charity Save the Children. #UKRPG\n'
ElizabethUKRPG|"b""Wishing all Her Majesty's followers a very Merry Christmas! \xf0\x9f\x8e\x84 """
ElizabethUKRPG|b'Her Majesty the Queen held an audience with His Grace the Duke of Marlborough, as the Director General for Visas and Immigration, to discuss his work and the current situation regarding immigration. '
ElizabethUKRPG|b'The Queen watches ahead while the Duke of Wellington, @GeorgeUKRPG, plays dress up as Emperor George I of Britain. '
ElizabethUKRPG|"b""Yesterday, Her Majesty the Queen presented Metropolitan Police Commissioner @FernUKRPG &amp; Assistant Commissioner @LOliverUKRPG the Queen's Police Medal for their outstanding contribution to policing. """
ElizabethUKRPG|b'Her Majesty the Queen, the Princess Royal, (@AnneUKRPG), and Duke of Cambridge meet with several military leaders, as well as business leaders, at Buckingham Palace. #UKRPG '
ElizabethUKRPG|"b'#TuesdayThoughts: ""You will never reach your destination if you stop and throw stones at every dog that barks."" - Winston Churchill. '"
ElizabethUKRPG|b'Her Majesty the Queen spotted reading about @TheTeaUKRPG. '
